date,aqi,aqi_bucket,co,no2,o3,pm10,pm25,so2
2019-06-29,127.0,Moderately Polluted,9.0,19.0,37.0,,127.0,4.0
2019-06-30,127.0,Moderately Polluted,12.0,18.0,27.0,,127.0,2.0
2019-07-01,146.0,Moderately Polluted,11.0,17.0,13.0,,146.0,2.0
2019-07-02,112.0,Moderately Polluted,9.0,12.0,11.0,,112.0,2.0
2019-07-03,69.0,Satisfactory,7.0,10.0,14.0,,69.0,1.0
2019-07-04,94.0,Satisfactory,12.0,16.0,25.0,,94.0,2.0
2019-07-05,86.0,Satisfactory,8.0,17.0,17.0,,86.0,2.0
2019-07-06,71.0,Satisfactory,10.0,20.0,21.0,,71.0,2.0
2019-07-07,92.0,Satisfactory,21.0,25.0,13.0,,92.0,3.0
2019-07-08,70.0,Satisfactory,11.0,19.0,12.0,,70.0,2.0
2019-07-09,70.0,Satisfactory,11.0,15.0,7.0,,70.0,3.0
2019-07-10,75.0,Satisfactory,14.0,12.0,16.0,,75.0,2.0
2019-07-11,74.0,Satisfactory,17.0,20.0,7.0,,74.0,2.0
2019-07-12,114.0,Moderately Polluted,10.0,17.0,7.0,,114.0,5.0
2019-07-13,119.0,Moderately Polluted,8.0,15.0,14.0,,119.0,9.0
2019-07-14,107.0,Moderately Polluted,9.0,17.0,18.0,,107.0,7.0
2019-07-15,102.0,Moderately Polluted,8.0,16.0,23.0,,102.0,3.0
2019-07-16,75.0,Satisfactory,8.0,16.0,20.0,,75.0,3.0
2019-07-17,84.0,Satisfactory,9.0,17.0,24.0,,84.0,3.0
2019-07-18,92.0,Satisfactory,13.0,22.0,15.0,,92.0,3.0
2019-07-19,114.0,Moderately Polluted,12.0,16.0,15.0,,114.0,2.0
2019-07-20,106.0,Moderately Polluted,11.0,11.0,10.0,,106.0,2.0
2019-07-21,96.0,Satisfactory,10.0,16.0,29.0,,96.0,3.0
2019-07-22,85.0,Satisfactory,10.0,17.0,31.0,,85.0,3.0
2019-07-23,111.0,Moderately Polluted,9.0,11.0,13.0,,111.0,2.0
2019-07-24,79.0,Satisfactory,11.0,12.0,16.0,,79.0,2.0
2019-07-25,51.0,Satisfactory,12.0,13.0,20.0,,51.0,2.0
2019-07-26,68.0,Satisfactory,11.0,11.0,16.0,,68.0,3.0
2019-07-27,69.0,Satisfactory,8.0,7.0,15.0,,69.0,2.0
2019-07-28,53.0,Satisfactory,8.0,10.0,19.0,,53.0,3.0
2019-07-29,56.0,Satisfactory,12.0,10.0,18.0,,56.0,2.0
2019-07-30,60.0,Satisfactory,11.0,12.0,19.0,,60.0,2.0
2019-07-31,83.0,Satisfactory,11.0,12.0,19.0,,83.0,2.0
2019-08-01,89.0,Satisfactory,9.0,11.0,23.0,,89.0,2.0
2019-08-02,89.0,Satisfactory,13.0,13.0,24.0,,89.0,2.0
2019-08-03,97.0,Satisfactory,8.0,14.0,29.0,,97.0,2.0
2019-08-04,97.0,Satisfactory,14.0,17.0,20.0,,97.0,3.0
2019-08-05,102.0,Moderately Polluted,11.0,12.0,19.0,,102.0,3.0
2019-08-06,76.0,Satisfactory,9.0,10.0,20.0,,76.0,2.0
2019-08-07,32.0,Good,7.0,8.0,16.0,,32.0,2.0
2019-08-08,39.0,Good,10.0,7.0,16.0,,39.0,2.0
2019-08-09,46.0,Good,11.0,10.0,19.0,,46.0,2.0
2019-08-10,51.0,Satisfactory,12.0,15.0,20.0,,51.0,4.0
2019-08-11,78.0,Satisfactory,9.0,13.0,21.0,,78.0,10.0
2019-08-12,60.0,Satisfactory,11.0,12.0,12.0,,60.0,2.0
2019-08-13,74.0,Satisfactory,12.0,8.0,13.0,,74.0,2.0
2019-08-14,41.0,Good,9.0,7.0,16.0,,41.0,3.0
2019-08-15,61.0,Satisfactory,8.0,7.0,13.0,,61.0,2.0
2019-08-16,36.0,Good,10.0,9.0,14.0,,36.0,2.0
2019-08-17,27.0,Good,9.0,9.0,16.0,,27.0,9.0
2019-08-18,59.0,Satisfactory,12.0,10.0,10.0,,59.0,2.0
2019-08-19,59.0,Satisfactory,14.0,12.0,13.0,,59.0,2.0
2019-08-20,52.0,Satisfactory,16.0,12.0,11.0,,52.0,5.0
2019-08-21,51.0,Satisfactory,9.0,9.0,17.0,,51.0,2.0
2019-08-22,54.0,Satisfactory,24.0,13.0,5.0,,54.0,2.0
2019-08-23,66.0,Satisfactory,,12.0,15.0,,66.0,6.0
2019-08-24,81.0,Satisfactory,,8.0,14.0,,81.0,3.0
2019-08-25,62.0,Satisfactory,,10.0,15.0,,62.0,2.0
2019-08-26,62.0,Satisfactory,,13.0,16.0,,62.0,3.0
2019-08-27,95.0,Satisfactory,,10.0,18.0,,95.0,3.0
2019-08-28,88.0,Satisfactory,,8.0,15.0,,88.0,5.0
2019-08-29,,,,,,,94.0,
2019-09-05,,,,15.0,15.0,,,3.0
2019-09-06,84.0,Satisfactory,,15.0,13.0,,84.0,3.0
2019-09-07,89.0,Satisfactory,,11.0,13.0,,89.0,2.0
2019-09-08,78.0,Satisfactory,,15.0,15.0,,78.0,3.0
2019-09-09,74.0,Satisfactory,,16.0,17.0,,74.0,3.0
2019-09-10,107.0,Moderately Polluted,,17.0,17.0,,107.0,4.0
2019-09-11,119.0,Moderately Polluted,,13.0,13.0,,119.0,3.0
2019-09-12,92.0,Satisfactory,,10.0,8.0,,92.0,3.0
2019-09-13,45.0,Good,,12.0,12.0,,45.0,3.0
2019-09-14,69.0,Satisfactory,,12.0,10.0,,69.0,3.0
2019-09-15,90.0,Satisfactory,,17.0,11.0,,90.0,3.0
2019-09-16,75.0,Satisfactory,,12.0,15.0,,75.0,2.0
2019-09-17,82.0,Satisfactory,,10.0,10.0,,82.0,2.0
2019-09-18,56.0,Satisfactory,,10.0,10.0,,56.0,3.0
2019-09-19,55.0,Satisfactory,,15.0,14.0,,55.0,2.0
2019-09-20,99.0,Satisfactory,,18.0,13.0,,99.0,3.0
2019-09-21,146.0,Moderately Polluted,,12.0,11.0,,146.0,3.0
2019-09-22,65.0,Satisfactory,,16.0,7.0,,65.0,3.0
2019-09-23,92.0,Satisfactory,,14.0,15.0,,92.0,3.0
2019-09-24,86.0,Satisfactory,,10.0,11.0,,86.0,2.0
2019-09-25,81.0,Satisfactory,,9.0,8.0,,81.0,3.0
2019-09-26,47.0,Good,,11.0,6.0,,47.0,2.0
2019-09-27,51.0,Satisfactory,,9.0,8.0,,51.0,2.0
2019-09-28,44.0,Good,,9.0,8.0,,44.0,2.0
2019-09-29,113.0,Moderately Polluted,,10.0,12.0,,113.0,2.0
2019-09-30,99.0,Satisfactory,,13.0,14.0,,99.0,3.0
2019-10-01,99.0,Satisfactory,,14.0,13.0,,99.0,2.0
2019-10-02,77.0,Satisfactory,,17.0,12.0,,77.0,4.0
2019-10-03,102.0,Moderately Polluted,,28.0,20.0,,102.0,7.0
2019-10-04,145.0,Moderately Polluted,,24.0,23.0,,145.0,4.0
2019-10-05,177.0,Moderately Polluted,,25.0,30.0,,177.0,6.0
2019-10-06,124.0,Moderately Polluted,,30.0,27.0,,124.0,8.0
2019-10-07,157.0,Moderately Polluted,,23.0,25.0,,157.0,7.0
2019-10-08,143.0,Moderately Polluted,,33.0,26.0,,143.0,7.0
2019-10-09,151.0,Moderately Polluted,,37.0,26.0,,151.0,11.0
2019-10-10,155.0,Moderately Polluted,,35.0,27.0,,155.0,14.0
2019-10-11,192.0,Moderately Polluted,,34.0,24.0,,192.0,10.0
2019-10-12,170.0,Moderately Polluted,,43.0,33.0,,170.0,19.0
2019-10-13,177.0,Moderately Polluted,,37.0,34.0,,177.0,11.0
2019-10-14,178.0,Moderately Polluted,,31.0,32.0,,178.0,5.0
2019-10-15,167.0,Moderately Polluted,,21.0,31.0,,167.0,4.0
2019-10-16,183.0,Moderately Polluted,,29.0,25.0,,183.0,4.0
2019-10-17,182.0,Moderately Polluted,,26.0,29.0,,182.0,6.0
2019-10-18,163.0,Moderately Polluted,,29.0,26.0,,163.0,5.0
2019-10-19,171.0,Moderately Polluted,,22.0,25.0,,171.0,8.0
2019-10-20,183.0,Moderately Polluted,,25.0,31.0,,183.0,16.0
2019-10-21,188.0,Moderately Polluted,,37.0,31.0,,188.0,19.0
2019-10-22,188.0,Moderately Polluted,,47.0,34.0,,188.0,20.0
2019-10-23,196.0,Moderately Polluted,,37.0,31.0,,196.0,6.0
2019-10-24,177.0,Moderately Polluted,,17.0,29.0,,177.0,4.0
2019-10-25,,,,,,,174.0,
2019-10-28,,,,38.0,32.0,,,16.0
2019-10-29,241.0,Poor,,54.0,6.0,,241.0,13.0
2019-10-30,343.0,Very Poor,,49.0,25.0,,343.0,13.0
2019-10-31,357.0,Very Poor,,56.0,29.0,,357.0,28.0
2019-11-01,297.0,Poor,,57.0,32.0,,297.0,17.0
2019-11-02,258.0,Poor,,32.0,23.0,,258.0,15.0
2019-11-03,292.0,Poor,,36.0,20.0,,292.0,6.0
2019-11-04,412.0,Severe,,38.0,27.0,,412.0,7.0
2019-11-05,343.0,Very Poor,,47.0,23.0,,343.0,23.0
2019-11-06,249.0,Poor,,42.0,32.0,,249.0,8.0
2019-11-07,250.0,Poor,,49.0,35.0,,250.0,8.0
2019-11-08,247.0,Poor,,39.0,31.0,,247.0,7.0
2019-11-09,205.0,Poor,,29.0,30.0,,205.0,5.0
2019-11-10,188.0,Moderately Polluted,,39.0,35.0,,188.0,6.0
2019-11-11,220.0,Poor,,49.0,37.0,,220.0,8.0
2019-11-12,271.0,Poor,,49.0,45.0,,271.0,14.0
2019-11-13,313.0,Very Poor,,41.0,41.0,,313.0,9.0
2019-11-14,281.0,Poor,,36.0,39.0,,281.0,12.0
2019-11-15,284.0,Poor,,41.0,26.0,,284.0,30.0
2019-11-16,334.0,Very Poor,,17.0,26.0,,334.0,7.0
2019-11-17,206.0,Poor,,21.0,26.0,,206.0,4.0
2019-11-18,175.0,Moderately Polluted,,35.0,27.0,,175.0,38.0
2019-11-19,231.0,Poor,,40.0,37.0,,231.0,26.0
2019-11-20,278.0,Poor,,36.0,36.0,,278.0,7.0
2019-11-21,236.0,Poor,,38.0,33.0,,236.0,18.0
2019-11-22,266.0,Poor,,36.0,32.0,,266.0,29.0
2019-11-23,286.0,Poor,,21.0,26.0,,286.0,8.0
2019-11-24,314.0,Very Poor,,30.0,20.0,,314.0,14.0
2019-11-25,314.0,Very Poor,,37.0,29.0,,314.0,8.0
2019-11-26,284.0,Poor,,29.0,29.0,,284.0,6.0
2019-11-27,297.0,Poor,,21.0,28.0,,297.0,7.0
2019-11-28,253.0,Poor,,20.0,18.0,,253.0,4.0
2019-11-29,128.0,Moderately Polluted,,22.0,19.0,,128.0,6.0
2019-11-30,161.0,Moderately Polluted,,19.0,27.0,,161.0,4.0
2019-12-01,176.0,Moderately Polluted,,24.0,26.0,,176.0,5.0
2019-12-02,187.0,Moderately Polluted,,29.0,30.0,,187.0,7.0
2019-12-03,222.0,Poor,,38.0,31.0,,222.0,34.0
2019-12-04,245.0,Poor,,33.0,33.0,,245.0,7.0
2019-12-05,256.0,Poor,,32.0,29.0,,256.0,7.0
2019-12-06,260.0,Poor,,24.0,28.0,,260.0,5.0
2019-12-07,,,,,,,233.0,
2019-12-08,,,,35.0,27.0,,,5.0
2019-12-09,201.0,Poor,,35.0,29.0,,201.0,5.0
2019-12-10,234.0,Poor,,37.0,34.0,,234.0,7.0
2019-12-11,303.0,Very Poor,,23.0,20.0,,303.0,4.0
2019-12-12,246.0,Poor,,12.0,13.0,,246.0,8.0
2019-12-13,167.0,Moderately Polluted,,20.0,14.0,,167.0,6.0
2019-12-14,173.0,Moderately Polluted,,20.0,15.0,,173.0,2.0
2019-12-15,155.0,Moderately Polluted,,17.0,16.0,,155.0,2.0
2019-12-16,167.0,Moderately Polluted,,17.0,15.0,,167.0,1.0
2019-12-17,171.0,Moderately Polluted,,14.0,10.0,,171.0,1.0
2019-12-18,178.0,Moderately Polluted,,19.0,15.0,,178.0,2.0
2019-12-19,201.0,Poor,,26.0,7.0,,201.0,6.0
2019-12-20,,,,,,,272.0,
2019-12-22,,,,17.0,2.0,,,2.0
2019-12-23,247.0,Poor,,27.0,10.0,,247.0,5.0
2019-12-24,282.0,Poor,,24.0,9.0,,282.0,3.0
2019-12-25,290.0,Poor,,18.0,8.0,,290.0,2.0
2019-12-26,239.0,Poor,,24.0,12.0,,239.0,9.0
2019-12-27,296.0,Poor,,30.0,12.0,,296.0,26.0
2019-12-28,381.0,Very Poor,,25.0,10.0,,381.0,5.0
2019-12-29,,,,,,,358.0,
2019-12-31,,,,37.0,9.0,,,16.0
2020-01-01,418.0,Severe,,33.0,13.0,,418.0,7.0
2020-01-02,294.0,Poor,,18.0,11.0,,294.0,3.0
2020-01-03,189.0,Moderately Polluted,,23.0,10.0,,189.0,4.0
2020-01-04,175.0,Moderately Polluted,,21.0,15.0,,175.0,10.0
2020-01-05,199.0,Moderately Polluted,,35.0,17.0,,199.0,16.0
2020-01-06,206.0,Poor,,27.0,18.0,,206.0,5.0
2020-01-07,222.0,Poor,,18.0,10.0,,222.0,3.0
2020-01-08,211.0,Poor,,22.0,9.0,,211.0,5.0
2020-01-09,181.0,Moderately Polluted,,26.0,9.0,,181.0,11.0
2020-01-10,222.0,Poor,,34.0,4.0,,222.0,14.0
2020-01-11,283.0,Poor,,38.0,24.0,,283.0,13.0
2020-01-12,333.0,Very Poor,,30.0,12.0,,333.0,6.0
2020-01-13,335.0,Very Poor,,27.0,21.0,,335.0,11.0
2020-01-14,241.0,Poor,,29.0,6.0,,241.0,4.0
2020-01-15,245.0,Poor,,17.0,11.0,,245.0,2.0
2020-01-16,118.0,Moderately Polluted,,27.0,10.0,,118.0,8.0
2020-01-17,203.0,Poor,,28.0,6.0,,203.0,6.0
2020-01-18,177.0,Moderately Polluted,,25.0,14.0,,177.0,5.0
2020-01-19,170.0,Moderately Polluted,,24.0,24.0,,170.0,6.0
2020-01-20,201.0,Poor,,26.0,16.0,,201.0,5.0
2020-01-21,232.0,Poor,,26.0,16.0,,232.0,4.0
2020-01-22,212.0,Poor,,19.0,20.0,,212.0,5.0
2020-01-23,156.0,Moderately Polluted,,28.0,22.0,,156.0,7.0
2020-01-24,161.0,Moderately Polluted,,37.0,25.0,,161.0,12.0
2020-01-25,225.0,Poor,,32.0,31.0,,225.0,9.0
2020-01-26,233.0,Poor,,44.0,32.0,,233.0,21.0
2020-01-27,283.0,Poor,,27.0,22.0,,283.0,9.0
2020-01-28,224.0,Poor,,17.0,18.0,,224.0,6.0
2020-01-29,219.0,Poor,,22.0,21.0,,219.0,6.0
2020-01-30,145.0,Moderately Polluted,,29.0,23.0,,145.0,12.0
2020-01-31,160.0,Moderately Polluted,,32.0,27.0,,160.0,7.0
2020-02-01,179.0,Moderately Polluted,,27.0,24.0,,179.0,12.0
2020-02-02,169.0,Moderately Polluted,,37.0,26.0,,169.0,8.0
2020-02-03,207.0,Poor,,44.0,24.0,,207.0,7.0
2020-02-04,254.0,Poor,,33.0,27.0,,254.0,6.0
2020-02-05,181.0,Moderately Polluted,,29.0,26.0,,181.0,7.0
2020-02-06,175.0,Moderately Polluted,,23.0,26.0,,175.0,6.0
2020-02-07,174.0,Moderately Polluted,,34.0,27.0,,174.0,7.0
2020-02-08,209.0,Poor,,41.0,29.0,,209.0,9.0
2020-02-09,240.0,Poor,,44.0,31.0,,240.0,7.0
2020-02-10,200.0,Moderately Polluted,,42.0,31.0,,200.0,15.0
2020-02-11,238.0,Poor,,42.0,33.0,,238.0,10.0
2020-02-12,218.0,Poor,,26.0,24.0,,218.0,13.0
2020-02-13,159.0,Moderately Polluted,,18.0,28.0,,159.0,10.0
2020-02-14,137.0,Moderately Polluted,,31.0,27.0,,137.0,13.0
2020-02-15,126.0,Moderately Polluted,,34.0,30.0,,126.0,9.0
2020-02-16,169.0,Moderately Polluted,,37.0,30.0,,169.0,6.0
2020-02-17,168.0,Moderately Polluted,,39.0,32.0,,168.0,13.0
2020-02-18,169.0,Moderately Polluted,,45.0,31.0,,169.0,9.0
2020-02-19,184.0,Moderately Polluted,,20.0,26.0,,184.0,7.0
2020-02-20,160.0,Moderately Polluted,,14.0,25.0,,160.0,6.0
2020-02-21,174.0,Moderately Polluted,,23.0,17.0,,174.0,4.0
2020-02-22,154.0,Moderately Polluted,,23.0,23.0,,154.0,5.0
2020-02-23,175.0,Moderately Polluted,,23.0,21.0,,175.0,3.0
2020-02-24,164.0,Moderately Polluted,,20.0,21.0,,164.0,2.0
2020-02-25,98.0,Satisfactory,,25.0,24.0,,98.0,3.0
2020-02-26,136.0,Moderately Polluted,,23.0,26.0,,136.0,4.0
2020-02-27,138.0,Moderately Polluted,,20.0,22.0,,138.0,4.0
2020-02-28,140.0,Moderately Polluted,,20.0,24.0,,140.0,4.0
2020-02-29,154.0,Moderately Polluted,,18.0,22.0,,154.0,3.0
2020-03-01,112.0,Moderately Polluted,,23.0,23.0,,112.0,4.0
2020-03-02,146.0,Moderately Polluted,,41.0,14.0,,146.0,5.0
2020-03-03,167.0,Moderately Polluted,,23.0,24.0,,167.0,7.0
2020-03-04,153.0,Moderately Polluted,,13.0,22.0,,153.0,4.0
2020-03-05,134.0,Moderately Polluted,,13.0,19.0,,134.0,4.0
2020-03-06,129.0,Moderately Polluted,,12.0,19.0,,129.0,3.0
2020-03-07,86.0,Satisfactory,,14.0,21.0,,86.0,3.0
2020-03-08,107.0,Moderately Polluted,,20.0,24.0,,107.0,4.0
2020-03-09,124.0,Moderately Polluted,,19.0,20.0,,124.0,5.0
2020-03-10,185.0,Moderately Polluted,,14.0,23.0,,185.0,7.0
2020-03-11,151.0,Moderately Polluted,,20.0,26.0,,151.0,10.0
2020-03-12,158.0,Moderately Polluted,,13.0,16.0,,158.0,5.0
2020-03-13,108.0,Moderately Polluted,,20.0,18.0,,108.0,5.0
2020-03-14,120.0,Moderately Polluted,,14.0,20.0,,120.0,5.0
2020-03-15,139.0,Moderately Polluted,,27.0,24.0,,139.0,5.0
2020-03-16,124.0,Moderately Polluted,,23.0,30.0,,124.0,12.0
2020-03-17,134.0,Moderately Polluted,,25.0,27.0,,134.0,11.0
2020-03-18,145.0,Moderately Polluted,,27.0,29.0,,145.0,18.0
2020-03-19,158.0,Moderately Polluted,,28.0,30.0,,158.0,12.0
2020-03-20,160.0,Moderately Polluted,,14.0,21.0,,160.0,10.0
2020-03-21,117.0,Moderately Polluted,,11.0,25.0,,117.0,8.0
2020-03-22,129.0,Moderately Polluted,,10.0,27.0,,129.0,8.0
2020-03-23,144.0,Moderately Polluted,,11.0,28.0,,144.0,8.0
2020-03-24,158.0,Moderately Polluted,,5.0,20.0,,158.0,7.0
2020-03-25,124.0,Moderately Polluted,,4.0,19.0,,124.0,6.0
2020-03-26,100.0,Satisfactory,,4.0,12.0,,100.0,8.0
2020-03-27,115.0,Moderately Polluted,,3.0,22.0,,115.0,6.0
2020-03-28,91.0,Satisfactory,,2.0,21.0,,91.0,6.0
2020-03-29,78.0,Satisfactory,,3.0,24.0,,78.0,7.0
2020-03-30,87.0,Satisfactory,,5.0,26.0,,87.0,7.0
2020-03-31,109.0,Moderately Polluted,,5.0,27.0,,109.0,7.0
2020-04-01,122.0,Moderately Polluted,,4.0,23.0,,122.0,6.0
2020-04-02,97.0,Satisfactory,,3.0,27.0,,97.0,7.0
2020-04-03,67.0,Satisfactory,,3.0,28.0,,67.0,7.0
2020-04-04,,,,,,,91.0,
2020-04-05,,,,4.0,27.0,,,7.0
2020-04-06,99.0,Satisfactory,,3.0,24.0,,99.0,8.0
2020-04-07,107.0,Moderately Polluted,,4.0,25.0,,107.0,4.0
2020-04-08,93.0,Satisfactory,,3.0,29.0,,93.0,4.0
2020-04-09,86.0,Satisfactory,,8.0,31.0,,86.0,11.0
2020-04-10,111.0,Moderately Polluted,,16.0,31.0,,111.0,10.0
2020-04-11,145.0,Moderately Polluted,,8.0,26.0,,145.0,8.0
2020-04-12,116.0,Moderately Polluted,,12.0,28.0,,116.0,16.0
2020-04-13,121.0,Moderately Polluted,,11.0,31.0,,121.0,9.0
2020-04-14,136.0,Moderately Polluted,,14.0,24.0,,136.0,8.0
2020-04-15,151.0,Moderately Polluted,,14.0,30.0,,151.0,12.0
2020-04-16,160.0,Moderately Polluted,,17.0,28.0,,160.0,11.0
2020-04-17,184.0,Moderately Polluted,,11.0,28.0,,184.0,8.0
2020-04-18,135.0,Moderately Polluted,,9.0,31.0,,135.0,8.0
2020-04-19,132.0,Moderately Polluted,,6.0,27.0,,132.0,7.0
2020-04-20,115.0,Moderately Polluted,,5.0,27.0,,115.0,10.0
2020-04-21,92.0,Satisfactory,4.0,10.0,25.0,,92.0,9.0
2020-04-22,116.0,Moderately Polluted,,14.0,36.0,,116.0,9.0
2020-04-23,137.0,Moderately Polluted,,7.0,24.0,,137.0,10.0
2020-04-24,117.0,Moderately Polluted,,7.0,30.0,,117.0,11.0
2020-04-25,145.0,Moderately Polluted,,4.0,25.0,,145.0,5.0
2020-04-26,108.0,Moderately Polluted,,6.0,30.0,,108.0,5.0
2020-04-27,70.0,Satisfactory,,7.0,29.0,,70.0,5.0
2020-04-28,108.0,Moderately Polluted,,6.0,25.0,,108.0,5.0
2020-04-29,98.0,Satisfactory,,6.0,29.0,,98.0,5.0
2020-04-30,113.0,Moderately Polluted,,4.0,26.0,,113.0,5.0
2020-05-01,75.0,Satisfactory,,5.0,24.0,,75.0,5.0
2020-05-02,104.0,Moderately Polluted,,4.0,27.0,,104.0,6.0
2020-05-03,103.0,Moderately Polluted,,6.0,27.0,,103.0,5.0
2020-05-04,99.0,Satisfactory,,5.0,24.0,,99.0,5.0
2020-05-05,85.0,Satisfactory,,6.0,27.0,,85.0,5.0
2020-05-06,83.0,Satisfactory,,6.0,40.0,,83.0,6.0
2020-05-07,95.0,Satisfactory,,8.0,34.0,,95.0,5.0
2020-05-08,115.0,Moderately Polluted,,7.0,49.0,,115.0,5.0
2020-05-09,138.0,Moderately Polluted,,5.0,44.0,,138.0,5.0
2020-05-10,129.0,Moderately Polluted,,6.0,36.0,,129.0,4.0
2020-05-11,87.0,Satisfactory,,9.0,35.0,,87.0,4.0
2020-05-12,121.0,Moderately Polluted,,8.0,43.0,,121.0,4.0
2020-05-13,111.0,Moderately Polluted,,11.0,39.0,,111.0,5.0
2020-05-14,145.0,Moderately Polluted,,17.0,15.0,,145.0,5.0
2020-05-15,153.0,Moderately Polluted,,13.0,16.0,,153.0,5.0
2020-05-16,116.0,Moderately Polluted,,24.0,18.0,,116.0,5.0
2020-05-17,143.0,Moderately Polluted,,21.0,12.0,,143.0,5.0
2020-05-18,133.0,Moderately Polluted,,23.0,13.0,,133.0,5.0
2020-05-19,118.0,Moderately Polluted,,15.0,33.0,,118.0,4.0
2020-05-20,137.0,Moderately Polluted,,17.0,34.0,,137.0,3.0
2020-05-21,143.0,Moderately Polluted,,23.0,27.0,,143.0,3.0
2020-05-22,146.0,Moderately Polluted,,12.0,23.0,,146.0,5.0
2020-05-23,152.0,Moderately Polluted,,18.0,16.0,,152.0,4.0
2020-05-24,141.0,Moderately Polluted,,25.0,11.0,,141.0,6.0
2020-05-25,134.0,Moderately Polluted,,25.0,17.0,,134.0,7.0
2020-05-26,138.0,Moderately Polluted,,15.0,20.0,,138.0,4.0
2020-05-27,119.0,Moderately Polluted,,7.0,27.0,,119.0,15.0
2020-05-28,87.0,Satisfactory,,7.0,27.0,,87.0,7.0
2020-05-29,112.0,Moderately Polluted,,7.0,17.0,,112.0,7.0
2020-05-30,96.0,Satisfactory,,7.0,21.0,,96.0,7.0
2020-05-31,115.0,Moderately Polluted,,12.0,23.0,,115.0,7.0
2020-06-01,117.0,Moderately Polluted,,12.0,17.0,,117.0,4.0
2020-06-02,128.0,Moderately Polluted,,14.0,17.0,,128.0,4.0
2020-06-03,122.0,Moderately Polluted,,10.0,29.0,,122.0,4.0
2020-06-04,90.0,Satisfactory,,6.0,16.0,,90.0,7.0
2020-06-05,72.0,Satisfactory,,8.0,11.0,,72.0,8.0
2020-06-06,80.0,Satisfactory,,7.0,15.0,,80.0,4.0
2020-06-07,86.0,Satisfactory,,17.0,16.0,,86.0,5.0
2020-06-08,94.0,Satisfactory,,24.0,14.0,,94.0,10.0
2020-06-09,130.0,Moderately Polluted,,13.0,17.0,,130.0,11.0
2020-06-10,155.0,Moderately Polluted,,10.0,16.0,,155.0,7.0
2020-06-11,140.0,Moderately Polluted,,10.0,30.0,,140.0,8.0
2020-06-12,127.0,Moderately Polluted,,9.0,24.0,,127.0,8.0
2020-06-13,92.0,Satisfactory,,9.0,21.0,,92.0,3.0
2020-06-14,86.0,Satisfactory,,13.0,17.0,,86.0,3.0
2020-06-15,101.0,Moderately Polluted,,10.0,24.0,,101.0,6.0
2020-06-16,90.0,Satisfactory,,8.0,16.0,,90.0,6.0
2020-06-17,87.0,Satisfactory,,9.0,20.0,,87.0,6.0
2020-06-18,89.0,Satisfactory,,8.0,27.0,,89.0,3.0
2020-06-19,89.0,Satisfactory,,8.0,23.0,,89.0,2.0
2020-06-20,95.0,Satisfactory,,6.0,21.0,,95.0,3.0
2020-06-21,83.0,Satisfactory,,8.0,20.0,,83.0,3.0
2020-06-22,80.0,Satisfactory,,8.0,18.0,,80.0,2.0
2020-06-23,81.0,Satisfactory,,9.0,17.0,,81.0,9.0
